expression,normalized_expression,entry_kind,meaning_ja_primary,meaning_ja_all,parari_level,importance,min_eiken_level,eiken_levels,label_raw_all,source_refs,row_count
stay in touch with,stay in touch with,phrase,と連絡を取り続ける，絶えず連絡する,と連絡を取り続ける，絶えず連絡する / と連絡を取り続ける，絶えず連絡する，つながりを保つ,exam,3,pre1,pre1;1,熟語,pre1:2166;1:306,2
stay off,stay off,phrase,から離れる，距離を取る,から離れる，距離を取る,exam,3,pre1,pre1;1,熟語,pre1:1758;1:1049,2
step down,step down,phrase,降りる，身を引く,降りる，身を引く,exam,3,pre1,pre1;1,熟語,pre1:1208;1:689,2
stick around,stick around,phrase,居残る，うろうろする,居残る，うろうろする,exam,3,pre1,pre1;1,熟語,pre1:2428;1:797,2
stick to,stick to,phrase,にくっつく，接着する,にくっつく，接着する,exam,3,pre1,pre1;1,熟語,pre1:1635;1:2069,2
stick up,stick up,phrase,上に突き出る，両手を挙げさせる,上に突き出る，両手を挙げさせる,exam,3,pre1,pre1;1,熟語,pre1:1085;1:3505,2
stick up for,stick up for,phrase,を支持する，を弁護する，を擁護する,を支持する，を弁護する，を擁護する,exam,3,pre1,pre1;1,熟語,pre1:1883;1:437,2
stick with,stick with,phrase,に固執する，堅持する,に固執する，堅持する,exam,3,pre1,pre1;1,熟語,pre1:1389;1:179,2
stir up,stir up,phrase,をかき混ぜる，刺激する,をかき混ぜる，刺激する,exam,3,pre1,pre1;1,熟語,pre1:1362;1:1165,2
stop by,stop by,phrase,立ち寄る，短時間訪れる,立ち寄る，短時間訪れる / 立ち寄る，寄る,exam,3,pre1,pre1;1,熟語,pre1:2599;1:1820,2
stop over,stop over,phrase,立ち寄る,立ち寄る,exam,3,pre1,pre1,熟語,pre1:3295,1
strip A of B,strip a of b,phrase,AからBを取り去る，奪う,AからBを取り去る，奪う,exam,3,pre1,pre1;1,熟語,pre1:1106;1:2713,2
stumbling block,stumbling block,phrase,障害，障害物,障害，障害物,exam,3,pre1,pre1;1,名詞,pre1:187;1:3645,2
subject to,subject to,phrase,の支配下にある，によると,の支配下にある，によると,exam,3,pre1,pre1;1,熟語,pre1:2265;1:1085,2
sum up,sum up,phrase,を合計する，要約する,を合計する，要約する / を合計する，集計する,exam,3,pre1,pre1;1,熟語,pre1:2655;1:1262,2
summer solstice,summer solstice,phrase,夏至,夏至,exam,3,pre1,pre1,名詞,pre1:2455,1
swallow up,swallow up,phrase,飲み込む，使い尽くす,飲み込む，使い尽くす,exam,3,pre1,pre1;1,熟語,pre1:742;1:3950,2
take a beating,take a beating,phrase,負ける，敗北する,負ける，敗北する,exam,3,pre1,pre1;1,熟語,pre1:380;1:2450,2
take in,take in,phrase,を摂取する，取り入れる,を摂取する，取り入れる,exam,3,pre1,pre1;1,熟語,pre1:2214;1:1208,2
take offense at,take offense at,phrase,に怒る，腹を立てる,に怒る，腹を立てる,exam,3,pre1,pre1;1,熟語,pre1:299;1:2841,2
take on,take on,phrase,を雇う，引き受ける，採用する,を雇う，引き受ける，採用する,exam,3,pre1,pre1;1,熟語,pre1:1845;1:324,2
take pride in,take pride in,phrase,を誇りにする，自慢する,を誇りにする，自慢する,exam,3,pre1,pre1;1,熟語,pre1:1627;1:1298,2
take root,take root,phrase,根付く，定着する,根付く，定着する,exam,3,pre1,pre1;1,熟語,pre1:1003;1:2561,2
take the plunge,take the plunge,phrase,思い切ってやる，やってみる,思い切ってやる，やってみる,exam,3,pre1,pre1;1,熟語,pre1:1109;1:3008,2
take up,take up,phrase,を取り上げる,を取り上げる / を取り上げる，没収する，取り除く,exam,3,pre1,pre1;1,熟語,pre1:2485;1:1023,2
talk back to,talk back to,phrase,に口答えする，言い返す,に口答えする，言い返す,exam,3,pre1,pre1;1,熟語,pre1:1190;1:2815,2
talk down to,talk down to,phrase,見下して話す，軽蔑して話す,見下して話す，軽蔑して話す,exam,3,pre1,pre1;1,熟語,pre1:2336;1:804,2
talk up,talk up,phrase,を大袈裟にほめる，過大に評価する,を大袈裟にほめる，過大に評価する,exam,3,pre1,pre1;1,熟語,pre1:2742;1:1069,2
tear down,tear down,phrase,解体する,解体する / 解体する，分解する,exam,3,pre1,pre1;1,熟語,pre1:3010;1:2509,2
tear off,tear off,phrase,引きちぎる，脱ぎ捨てる,引きちぎる，脱ぎ捨てる,exam,3,pre1,pre1;1,熟語,pre1:787;1:3050,2
tell on,tell on,phrase,言いつける，密告する,言いつける，密告する,exam,3,pre1,pre1;1,熟語,pre1:1916;1:385,2
the lion's share,the lion's share,phrase,最大の分け前，大きすぎる分け前,最大の分け前，大きすぎる分け前,exam,3,pre1,pre1;1,名詞,pre1:338;1:3425,2
think out,think out,phrase,考え抜く，熟考する,考え抜く，熟考する,exam,3,pre1,pre1;1,熟語,pre1:968;1:3831,2
threaten with extinction,threaten with extinction,phrase,絶滅の危機に瀕する,絶滅の危機に瀕する,exam,3,pre1,pre1,熟語,pre1:1299,1
throw off,throw off,phrase,を投げ捨てる，放り出す，放棄する,を投げ捨てる，放り出す，放棄する,exam,3,pre1,pre1;1,熟語,pre1:2187;1:309,2
throw up,throw up,phrase,吐く,吐く,exam,3,pre1,pre1,熟語,pre1:3286,1
tide over,tide over,phrase,乗り切る，切り抜ける,乗り切る，切り抜ける,exam,3,pre1,pre1;1,熟語,pre1:739;1:3912,2
tidy up,tidy up,phrase,片付ける,片付ける,exam,3,pre1,pre1,熟語,pre1:3132,1
tie up,tie up,phrase,を縛り上げる，束縛する,を縛り上げる，束縛する,exam,3,pre1,pre1;1,熟語,pre1:2285;1:641,2
tighten up,tighten up,phrase,締め付ける,締め付ける,exam,3,pre1,pre1,熟語,pre1:3170,1
tip over,tip over,phrase,ひっくり返る，転覆する,ひっくり返る，転覆する,exam,3,pre1,pre1;1,熟語,pre1:2858;1:1014,2
to be honest,to be honest,phrase,正直に言うと，実を言うと,正直に言うと，実を言うと,exam,3,pre1,pre1;1,熟語,pre1:2040;1:1937,2
to begin with,to begin with,phrase,最初に，最初から,最初に，最初から,exam,3,pre1,pre1,熟語,pre1:1173,1
to date,to date,phrase,これまで，現在まで,これまで，現在まで,exam,3,pre1,pre1;1,熟語,pre1:2079;1:2212,2
to excess,to excess,phrase,過剰に，過度に,過剰に，過度に,exam,3,pre1,pre1;1,熟語,pre1:472;1:2990,2
to no avail,to no avail,phrase,無駄に，役に立たずに,無駄に，役に立たずに,exam,3,pre1,pre1;1,熟語,pre1:303;1:3680,2
to say the least,to say the least,phrase,控えめに言っても，遠からず,控えめに言っても，遠からず,exam,3,pre1,pre1;1,熟語,pre1:691;1:3854,2
to the point,to the point,phrase,適切な，要領を得た,適切な，要領を得た / 適切な，要領を得た，適当な,exam,3,pre1,pre1;1,熟語,pre1:1697;1:904,2
toxic to,toxic to,phrase,に有毒な，～に対して毒性を持つ,に有毒な，～に対して毒性を持つ,exam,3,pre1,pre1;1,熟語,pre1:1253;1:2008,2
track down,track down,phrase,の跡を辿る，追い詰める,の跡を辿る，追い詰める,exam,3,pre1,pre1,熟語,pre1:861,1
trade in,trade in,phrase,を下取りに出す，下取りする,を下取りに出す，下取りする / を下取りに出す，下取りする，交換する,exam,3,pre1,pre1;1,熟語,pre1:1388;1:1027,2
transmit A to B,transmit a to b,phrase,AをBに伝染させる，移す,AをBに伝染させる，移す / AをBに伝染させる，感染させる,exam,3,pre1,pre1;1,熟語,pre1:1506;1:1798,2
trifle with,trifle with,phrase,ぞんざいに扱う，適当に扱う,ぞんざいに扱う，適当に扱う / ぞんざいに扱う，いい加減にあしらう,exam,3,pre1,pre1;1,熟語,pre1:800;1:2709,2
tuck in,tuck in,phrase,押し込む，詰め込む,押し込む，詰め込む,exam,3,pre1,pre1,熟語,pre1:70,1
tuition fee,tuition fee,phrase,授業料，学費,授業料，学費,exam,3,pre1,pre1,名詞,pre1:243,1
tune up,tune up,phrase,を調整する，整備する,を調整する，整備する,exam,3,pre1,pre1;1,熟語,pre1:2458;1:2343,2
turn over,turn over,phrase,をひっくり返す,をひっくり返す,exam,3,pre1,pre1,熟語,pre1:238,1
turn pale,turn pale,phrase,青ざめる，血色が悪くなる,青ざめる，血色が悪くなる,exam,3,pre1,pre1;1,熟語,pre1:849;1:2672,2
under fire,under fire,phrase,攻撃を受けて，批判を受けて,攻撃を受けて，批判を受けて,exam,3,pre1,pre1;1,熟語,pre1:223;1:3531,2
under warranty,under warranty,phrase,保証内，保険の有効な,保証内，保険の有効な / 保証期間中，保証されている,exam,3,pre1,pre1;1,熟語,pre1:2039;1:207,2
up for,up for,phrase,に参加しようとしている，参画しようとしている,に参加しようとしている，参画しようとしている / に参加しようとしている，参画しようとしている，加わろうとしている，に向けて意気込んでいる,exam,3,pre1,pre1;1,熟語,pre1:1543;1:1894,2
ups and downs,ups and downs,phrase,浮き沈み，上昇と下降,浮き沈み，上昇と下降,exam,3,pre1,pre1;1,名詞,pre1:323;1:3811,2
vice versa,vice versa,phrase,反対に，反対もまた,反対に，反対もまた / 反対に，反対もまた，逆に,exam,3,pre1,pre1;1,熟語,pre1:2415;1:1540,2
walk off with,walk off with,phrase,から歩いて出る，立ち去る,から歩いて出る，立ち去る,exam,3,pre1,pre1;1,熟語,pre1:1643;1:2092,2
want for,want for,phrase,に欠ける，必要とする,に欠ける，必要とする,exam,3,pre1,pre1;1,熟語,pre1:822;1:3556,2
wash away,wash away,phrase,を洗い流す，を洗い落とす,を洗い流す，を洗い落とす,exam,3,pre1,pre1,熟語,pre1:997,1
water down,water down,phrase,水で薄める，和らげる,水で薄める，和らげる,exam,3,pre1,pre1;1,熟語,pre1:106;1:3321,2
water vapor,water vapor,phrase,水蒸気，蒸気,水蒸気，蒸気,exam,3,pre1,pre1;1,名詞,pre1:1374;1:616,2
wear off,wear off,phrase,擦り切れる，徐々に減る,擦り切れる，徐々に減る / 擦り切れる，摩耗する，徐々に減る，少なくなる,exam,3,pre1,pre1;1,熟語,pre1:3000;1:1746,2
weed out,weed out,phrase,取り除く，引き抜く,取り除く，引き抜く,exam,3,pre1,pre1;1,熟語,pre1:245;1:2656,2
weigh on,weigh on,phrase,の重荷になる，負担になる，の負荷となる,の重荷になる，負担になる，の負荷となる,exam,3,pre1,pre1;1,熟語,pre1:1586;1:355,2
what if,what if,phrase,もし～ならば,もし～ならば,exam,3,pre1,pre1,熟語,pre1:1233,1
win over,win over,phrase,に勝つ，説得する,に勝つ，説得する,exam,3,pre1,pre1,熟語,pre1:2489,1
wind up,wind up,phrase,巻き上げる，終わりにする,巻き上げる，終わりにする,exam,3,pre1,pre1;1,熟語,pre1:828;1:3662,2
wipe up,wipe up,phrase,拭く,拭く,exam,3,pre1,pre1,熟語,pre1:3191,1
wisdom tooth,wisdom tooth,phrase,親知らず，知歯,親知らず，知歯,exam,3,pre1,pre1;1,名詞,pre1:2712;1:1724,2
with all,with all,phrase,にも関わらず，全力でも,にも関わらず，全力でも / にも関わらず，尽力しても,exam,3,pre1,pre1;1,熟語,pre1:1747;1:634,2
without so much as,without so much as,phrase,さえしないで，すらしない,さえしないで，すらしない,exam,3,pre1,pre1,熟語,pre1:1077,1
word for word,word for word,phrase,一言一句，文字通りに,一言一句，文字通りに,exam,3,pre1,pre1;1,熟語,pre1:811;1:3594,2
work off,work off,phrase,徐々に取れる，減らす,徐々に取れる，減らす,exam,3,pre1,pre1;1,熟語,pre1:921;1:2611,2
wrap up,wrap up,phrase,纏める，結束する,纏める，結束する,exam,3,pre1,pre1;1,熟語,pre1:1607;1:383,2
wrestle with,wrestle with,phrase,取っ組み合う，取り組む,取っ組み合う，取り組む,exam,3,pre1,pre1;1,熟語,pre1:809;1:3306,2
a touch of,a touch of,phrase,ほんの少しの，一抹の,ほんの少しの，一抹の,exam,3,1,1,,1:2379,1
add up,add up,phrase,足し合わせる，合計する,足し合わせる，合計する,exam,3,1,1,,1:3148,1
adjust A to B,adjust a to b,phrase,AとBを調整する，AをBに合わせる,AとBを調整する，AをBに合わせる,exam,3,1,1,,1:2801,1
advise A on B,advise a on b,phrase,AにBについて助言する，AにBにアドバイスする,AにBについて助言する，AにBにアドバイスする,exam,3,1,1,,1:1290,1
alive and well,alive and well,phrase,健在で，元気で，健全で,健在で，元気で，健全で,exam,3,1,1,,1:2487,1
all in one,all in one,phrase,全て含んで，一致して,全て含んで，一致して,exam,3,1,1,,1:3517,1
allay fears,allay fears,phrase,恐怖を和らげる,恐怖を和らげる,exam,3,1,1,,1:4138,1
an eye for an eye,an eye for an eye,phrase,目には目を，同じことをやり返す,目には目を，同じことをやり返す,exam,3,1,1,,1:2820,1
and the like,and the like,phrase,など，および同類の物,など，および同類の物,exam,3,1,1,,1:2654,1
and yet,and yet,phrase,それなのに，尚且つ,それなのに，尚且つ,exam,3,1,1,,1:2428,1
around the clock,around the clock,phrase,一日中，24時間体制,一日中，24時間体制,exam,3,1,1,,1:2749,1
around the corner,around the corner,phrase,間もなく，曲がり角のあたりに,間もなく，曲がり角のあたりに,exam,3,1,1,,1:3919,1
as A as any,as a as any,phrase,Aで誰にも劣らず，Aで際立って,Aで誰にも劣らず，Aで際立って,exam,3,1,1,,1:3764,1
as A as ever,as a as ever,phrase,いつものようにAな，相変わらずAな,いつものようにAな，相変わらずAな,exam,3,1,1,,1:3596,1
as far as A is concerned,as far as a is concerned,phrase,Aに関すると，Aに関する限りでは,Aに関すると，Aに関する限りでは,exam,3,1,1,,1:3448,1
as is,as is,phrase,そのまま，現状のままで,そのまま，現状のままで,exam,3,1,1,,1:3231,1
as it happens,as it happens,phrase,それが起こるとき，その際に,それが起こるとき，その際に,exam,3,1,1,,1:2424,1
as much as to say,as much as to say,phrase,と言わんばかりに，と言っているかのように,と言わんばかりに，と言っているかのように,exam,3,1,1,,1:2606,1
as yet,as yet,phrase,今のところ，現状，現在点,今のところ，現状，現在点,exam,3,1,1,,1:1725,1
ascribe A to B,ascribe a to b,phrase,AからBに帰する,AからBに帰する,exam,3,1,1,,1:2645,1
ask A out,ask a out,phrase,Aを誘い出す，Aをデートに誘う,Aを誘い出す，Aをデートに誘う,exam,3,1,1,,1:3686,1
associate with,associate with,phrase,と関連付ける，を関連させる,と関連付ける，を関連させる,exam,3,1,1,,1:3031,1
assure A of B,assure a of b,phrase,BのAを保証する，AにBを保証する,BのAを保証する，AにBを保証する,exam,3,1,1,,1:3218,1
at a premium,at a premium,phrase,特別に，割増の,特別に，割増の,exam,3,1,1,,1:2862,1
at a standstill,at a standstill,phrase,停止中の，行き詰って,停止中の，行き詰って,exam,3,1,1,,1:3719,1
at ease,at ease,phrase,気楽に，気負いなく,気楽に，気負いなく,exam,3,1,1,,1:3222,1
at hand,at hand,phrase,手元に，近い将来,手元に，近い将来,exam,3,1,1,,1:1844,1
at home with,at home with,phrase,慣れて，精通して,慣れて，精通して,exam,3,1,1,,1:3198,1
at intervals,at intervals,phrase,飛び飛びに，時々,飛び飛びに，時々,exam,3,1,1,,1:3337,1
at issue,at issue,phrase,問題の，未解決の,問題の，未解決の,exam,3,1,1,,1:3493,1
at large,at large,phrase,自由で，捕らわれないで,自由で，捕らわれないで,exam,3,1,1,,1:3749,1
at length,at length,phrase,長い間，長々と,長い間，長々と,exam,3,1,1,,1:3401,1
at no time,at no time,phrase,決して～しない，～することはない,決して～しない，～することはない,exam,3,1,1,,1:3251,1
at one's disposal,at one's disposal,phrase,自由に，好きなように,自由に，好きなように,exam,3,1,1,,1:3399,1
