word,suggested_level,junior_meaning_ja,high_meaning_ja,source_names,source_ranks,master_status,master_levels,master_pos,master_meaning_ja,match_count
speech,junior_high,演説,,junior_word_list,494,existing,junior_high,noun,演説・スピーチ,2
spell,junior_high,をつづる,,junior_word_list,495,existing,junior_high,verb,つづる,2
spelling,junior_high,綴り,,junior_word_list,1761,existing,junior_high,noun,つづり,2
spend,junior_high,を過ごす,費やす,junior_word_list;high_word_list,496;663;168,existing,junior_high,verb,費やす・過ごす / 費やす・過ごす（過去形） / 費やす・過ごす（過去分詞）,4
spoke,junior_high,話した,,junior_word_list,1178,existing,junior_high,verb,話す（過去形）,1
spring,junior_high,春,,junior_word_list,497;1181,existing,junior_high,noun,春,2
square,junior_high,正方形の,,junior_word_list,1763,existing,junior_high,noun,正方形・広場,2
stamp,junior_high,切手,,junior_word_list,609,existing,junior_high,noun,切手・スタンプ,2
stand,junior_high,立つ,,junior_word_list,498;1764,existing,junior_high,verb,立つ / 立つ（過去形） / 立つ（過去分詞）,4
star,junior_high,星,,junior_word_list,499,existing,junior_high,noun,星・スター,2
station,junior_high,駅,,junior_word_list,500,existing,junior_high,noun,駅・場所,2
statue,junior_high,像,,junior_word_list,1767,existing,junior_high,noun,像・銅像,2
stay,junior_high,滞在する,,junior_word_list,501;1183;1868,existing,junior_high,verb;noun,滞在する・とどまる / 滞在,4
step,junior_high,足元，階段,,junior_word_list,1769,existing,junior_high,noun,一歩・階段・段階,2
still,junior_high,まだ,,junior_word_list,502;1872,existing,junior_high,adverb,まだ・なお,2
stone,junior_high,石,,junior_word_list,1185,existing,junior_high,noun,石,2
stop,junior_high,止める,,junior_word_list,503;1770,existing,junior_high,verb;noun,止まる・止める / 停留所・停止,4
store,junior_high,を蓄える,,junior_word_list,1771,existing,junior_high,noun,店,2
story,junior_high,物語,,junior_word_list,1186,existing,junior_high,noun,話・物語,2
straight,junior_high,真っすぐに,,junior_word_list,504,existing,junior_high,adverb,まっすぐに,2
strange,junior_high,奇妙な,奇妙な,junior_word_list;high_word_list,1187;412,existing,junior_high,adjective,奇妙な,2
stranger,junior_high,見知らぬ人,他人,junior_word_list;high_word_list,1772;375,existing,junior_high,noun,見知らぬ人,2
street,junior_high,通り,,junior_word_list,505,existing,junior_high,noun,通り・街路,2
strike,junior_high,打つ,叩く,junior_word_list;high_word_list,1188;20,existing,junior_high,verb,打つ・ぶつかる / 打つ・ぶつかる（過去形） / 打つ・ぶつかる（過去分詞）,4
strong,junior_high,強い,,junior_word_list,506,existing,junior_high,adjective,強い・丈夫な,2
student,junior_high,生徒,,junior_word_list,507,existing,junior_high,noun,学生・生徒,2
study,junior_high,を勉強する,,junior_word_list,508;1774,existing,junior_high,verb,勉強する,2
subject,junior_high,教科、科目,教科,junior_word_list;high_word_list,509;109,existing,junior_high,noun,科目・主題,2
subway,junior_high,地下鉄,,junior_word_list,510,existing,junior_high,noun,地下鉄,2
succeed,junior_high,成功する,,junior_word_list,1776,existing,junior_high,verb,成功する,2
success,junior_high,成功,成功,junior_word_list;high_word_list,1189;259,existing,junior_high,noun,成功,2
successful,junior_high,成功した,,junior_word_list,1777,existing,high_school,adjective,成功した・うまくいった,2
such,junior_high,そのような,,junior_word_list,1190,existing,junior_high,adjective,そのような,2
suddenly,junior_high,突然に,,junior_word_list,1928,existing,junior_high,adverb,突然,2
sugar,junior_high,砂糖,,junior_word_list,1191,existing,junior_high,noun,砂糖,2
summer,junior_high,夏,,junior_word_list,511,existing,junior_high,noun,夏,2
sun,junior_high,太陽,,junior_word_list,1192,existing,junior_high,noun,太陽,2
sunday,junior_high,日曜日,,junior_word_list,512,existing,junior_high,noun,日曜日,2
sunny,junior_high,晴れの,,junior_word_list,513,existing,junior_high,adjective,晴れた,2
sunset,junior_high,日没,,junior_word_list,1778,existing,junior_high,noun,日没・夕焼け,2
supermarket,junior_high,スーパーマーケット,,junior_word_list,514,existing,junior_high,noun,スーパーマーケット,2
support,junior_high,を支援する，応援する,,junior_word_list,1782,existing,high_school,noun,支援・支持,2
sure,junior_high,もちろん,確信して,junior_word_list;high_word_list,515;516;654;430,existing,junior_high,adjective,確信して・確かな,2
surely,junior_high,確かに,確かに,junior_word_list;high_word_list,1783;876;1379,existing,junior_high,adverb,確かに・きっと,2
surprise,junior_high,驚くべきこと,,junior_word_list,517,existing,high_school,noun,驚き・意外な出来事,2
survey,junior_high,調査,調査,junior_word_list;high_word_list,1786;625,existing,high_school,noun,調査,2
survive,junior_high,生き残る,,junior_word_list,1788,existing,high_school,verb,生き残る・切り抜ける,2
sweet,junior_high,甘い,,junior_word_list,518;1790,existing,junior_high,adjective,甘い,2
swim,junior_high,泳ぐ,,junior_word_list,519,existing,junior_high,verb,泳ぐ（過去形） / 泳ぐ / 泳ぐ（過去分詞）,4
swimming,junior_high,水泳,,junior_word_list,520;1791,existing,high_school,noun,水泳,2
table,junior_high,つくえ,,junior_word_list,521,existing,junior_high,noun,テーブル・表,2
take,junior_high,を撮る,,junior_word_list,522;523;634;635,existing,junior_high,verb,取る・連れていく・時間がかかる / 取る・連れていく・時間がかかる（過去分詞） / 取る・連れていく・時間がかかる（過去形）,4
talk,junior_high,話す,,junior_word_list,524;625,existing,junior_high,verb,話す,2
tall,junior_high,背が高い,,junior_word_list,1194,existing,junior_high,adjective,背の高い,2
taught,junior_high,教えた,,junior_word_list,1195,existing,junior_high,verb,教える（過去形） / 教える（過去分詞）,2
tea,junior_high,お茶,,junior_word_list,632,existing,junior_high,noun,お茶,2
teach,junior_high,教える,,junior_word_list,525;639,existing,junior_high,verb,教える（過去形） / 教える（過去分詞） / 教える,4
teacher,junior_high,先生、教師,,junior_word_list,526,existing,junior_high,noun,先生・教師,2
tear,junior_high,涙,引き裂く,junior_word_list;high_word_list,1794;1019;1522,existing,junior_high,noun,涙,2
technology,junior_high,科学技術,,junior_word_list,1196,existing,high_school,noun,技術・科学技術,2
telephone,junior_high,電話,,junior_word_list,527,existing,junior_high,noun,電話,2
tell,junior_high,に話す,,junior_word_list,528;636,existing,junior_high,verb,教える・語る / 教える・語る（過去形） / 教える・語る（過去分詞）,4
temple,junior_high,寺,,junior_word_list,529,existing,junior_high,noun,寺・寺院,2
ten,junior_high,10,,junior_word_list,530,existing,junior_high,numeral,10・十,2
tenth,junior_high,10番目,,junior_word_list,531,existing,junior_high,ordinal,10番目の,2
textbook,junior_high,教科書,,junior_word_list,532;701,existing,junior_high,noun,教科書,2
than,junior_high,よりも,,junior_word_list,1197,existing,junior_high,conjunction,〜よりも,2
thank,junior_high,に感謝する,,junior_word_list,533,existing,junior_high,verb,感謝する,2
that,junior_high,あの,,junior_word_list,534;535,existing,junior_high,conjunction;pronoun,〜ということ / あれ・それ / あれら・それら,5
the,junior_high,その,,junior_word_list,536,existing,junior_high,article,その・例の,2
theater,junior_high,劇場,,junior_word_list,537;1908,existing,junior_high,noun,劇場,2
their,junior_high,彼らの,,junior_word_list,538,existing,junior_high,pronoun,彼らの・それらの,2
theirs,junior_high,彼らのもの,,junior_word_list,539,existing,junior_high,pronoun,彼らのもの・それらのもの,2
them,junior_high,彼らを,,junior_word_list,540,existing,junior_high,pronoun,彼らを・それらを,2
themselves,junior_high,彼ら自身,,junior_word_list,1798,existing,junior_high,pronoun,彼ら自身・それら自身,2
then,junior_high,そのとき,,junior_word_list,1799;1800,existing,junior_high,adverb,それから・そのとき,2
there,junior_high,そこに,,junior_word_list,541,existing,junior_high,adverb,そこに・そこで,2
these,junior_high,これらの,,junior_word_list,542;1198,existing,junior_high,pronoun,これら,1
they,junior_high,彼らは,,junior_word_list,543,existing,junior_high,pronoun,彼らは・それらは,2
thing,junior_high,もの、こと,,junior_word_list,544,existing,junior_high,noun,物・こと,2
think,junior_high,考える,,junior_word_list,545;629,existing,junior_high,verb,考える・思う / 考える・思う（過去形） / 考える・思う（過去分詞）,4
third,junior_high,3番目,,junior_word_list,546;1801;1802,existing,junior_high,ordinal,第3の・3番目の,2
thirteen,junior_high,13,,junior_word_list,547,existing,junior_high,numeral,13・十三,2
thirty,junior_high,30,,junior_word_list,548,existing,junior_high,numeral,30・三十,2
this,junior_high,これ,,junior_word_list,549;550,existing,junior_high,pronoun,これら / これ,3
those,junior_high,あれらの,,junior_word_list,551;1804,existing,junior_high,pronoun,あれら・それら,1
though,junior_high,だけれども,,junior_word_list,1805,existing,high_school,conjunction,〜だけれども,2
thought,junior_high,考え,考えること,junior_word_list;high_word_list,1806;1106;1609,existing,junior_high,verb;noun,考える・思う（過去形） / 考える・思う（過去分詞） / 考え・思考,4
thousand,junior_high,千,,junior_word_list,552;700,existing,junior_high,numeral;noun,1000 / 千,4
three,junior_high,3,,junior_word_list,553,existing,junior_high,numeral,3・三つ,2
through,junior_high,を通り抜けて,,junior_word_list,1808,existing,junior_high,preposition,〜を通って・〜を通じて,2
throw,junior_high,投げる,,junior_word_list,674,existing,junior_high,verb,投げる（過去形） / 投げる / 投げる（過去分詞）,4
thursday,junior_high,木曜日,,junior_word_list,554,existing,junior_high,noun,木曜日,2
tie,junior_high,ネクタイ,,junior_word_list,1809,existing,junior_high,noun,ネクタイ・結びつき,2
tiger,junior_high,トラ,,junior_word_list,555,existing,junior_high,noun,トラ,2
time,junior_high,時間,,junior_word_list,556,existing,junior_high,noun,時・回数,2
tiny,junior_high,ごく小さな,ごく小さい,junior_word_list;high_word_list,1200;1924;1143;1646,existing,junior_high,adjective,とても小さな,2
tired,junior_high,疲れた,,junior_word_list,557;666,existing,junior_high,adjective,疲れた,1
title,junior_high,題名，表題,,junior_word_list,1811,existing,junior_high,noun,題名・タイトル,2
to,junior_high,【方向・到達】の方へ,,junior_word_list,558,existing,junior_high,preposition,〜へ・〜に,2
today,junior_high,今日、現在,,junior_word_list,559,existing,junior_high,adverb,今日・現在,2
together,junior_high,一緒に,,junior_word_list,560,existing,junior_high,adverb,一緒に,2
told,junior_high,に伝えた,,junior_word_list,561,existing,junior_high,verb,教える・語る（過去形） / 教える・語る（過去分詞）,2
tomorrow,junior_high,明日,,junior_word_list,562,existing,junior_high,adverb,明日,2
tonight,junior_high,今夜は,,junior_word_list,1812,existing,junior_high,adverb,今夜,2
too,junior_high,もまた,,junior_word_list,563;564,existing,junior_high,adverb,〜もまた・〜すぎる,2
took,junior_high,撮った,,junior_word_list,565,existing,junior_high,verb,取る・連れていく・時間がかかる（過去形）,1
tooth,junior_high,歯,,junior_word_list,566;681,existing,junior_high,noun,歯,3
touch,junior_high,にさわる,,junior_word_list,567,existing,junior_high,verb,触れる,2
tourist,junior_high,観光客,,junior_word_list,1201,existing,high_school,noun,旅行者・観光客,2
tower,junior_high,塔,,junior_word_list,569,existing,junior_high,noun,塔・タワー,2
town,junior_high,町,,junior_word_list,570,existing,junior_high,noun,町,2
toy,junior_high,おもちゃ,,junior_word_list,1815,existing,junior_high,noun,おもちゃ,2
trade,junior_high,貿易,,junior_word_list,1816,existing,junior_high,noun,貿易・取引,2
traditional,junior_high,伝統的な,伝統的な,junior_word_list;high_word_list,571;198,existing,high_school,adjective,伝統的な,2
train,junior_high,列車,,junior_word_list,572,existing,junior_high,noun;verb,列車・電車 / 訓練する,4
travel,junior_high,旅行,,junior_word_list,574,existing,junior_high,noun,旅行,2
treasure,junior_high,宝物,宝,junior_word_list;high_word_list,1819;1853;2193,existing,junior_high,noun,宝物,2
tree,junior_high,木,,junior_word_list,575,existing,junior_high,noun,木,2
trip,junior_high,旅行,,junior_word_list,576,existing,junior_high,noun,旅行・短い旅,2
try,junior_high,を試す,,junior_word_list,577,existing,junior_high,verb,試す・やってみる,2
tuesday,junior_high,火曜日,,junior_word_list,578,existing,junior_high,noun,火曜日,2
turn,junior_high,順番,,junior_word_list,579;580,existing,junior_high,verb,曲がる・回る・変化する,2
twelfth,junior_high,12番目,,junior_word_list,581,existing,junior_high,ordinal,12番目の,2
twelve,junior_high,12,,junior_word_list,582,existing,junior_high,numeral,12・十二,2
twentieth,junior_high,20番目,,junior_word_list,583,existing,junior_high,ordinal,20番目の,2
twenty,junior_high,20,,junior_word_list,584,existing,junior_high,numeral,20・二十,2
twice,junior_high,2倍、2度,,junior_word_list,1206;1931;1933,existing,junior_high,adverb,2回・2倍,2
two,junior_high,2,,junior_word_list,585,existing,junior_high,numeral,2・二つ,2
umbrella,junior_high,傘,,junior_word_list,586;1906,existing,junior_high,noun,傘,2
uncle,junior_high,おじ,,junior_word_list,612;1207,existing,junior_high,noun,おじ,2
under,junior_high,下の,,junior_word_list,587,existing,junior_high,preposition,〜の下に,2
understand,junior_high,を理解する,,junior_word_list,588;647,existing,junior_high,verb,理解する / 理解する（過去形） / 理解する（過去分詞）,4
understood,junior_high,を理解した,,junior_word_list,1208,existing,junior_high,verb,理解する（過去形） / 理解する（過去分詞）,2
unhappy,junior_high,不幸な,,junior_word_list,1823,existing,junior_high,adjective,不幸な・うれしくない,2
uniform,junior_high,制服,,junior_word_list,1824,existing,junior_high,noun,制服,2
universe,junior_high,宇宙,宇宙,junior_word_list;high_word_list,1825;453,existing,junior_high,noun,宇宙,2
university,junior_high,大学,大学,junior_word_list;high_word_list,1210;229,existing,high_school,noun,大学,2
until,junior_high,まで，までは,,junior_word_list,1826,existing,junior_high,conjunction,〜するまで,2
up,junior_high,上へ,,junior_word_list,589,existing,junior_high,adverb,上へ・上に,2
use,junior_high,使う,,junior_word_list,592;1829,existing,junior_high;high_school,verb;noun,使う / 使用・利用 / 使われた・使った,5
useful,junior_high,役に立つ,役に立つ,junior_word_list;high_word_list,665;128,existing,junior_high,adjective,役に立つ,2
usual,junior_high,通常の,,junior_word_list,1211,existing,junior_high,adjective,通常の,2
usually,junior_high,普段、ふつう,,junior_word_list,598,existing,junior_high,adverb,ふつう・たいてい,2
vacation,junior_high,休暇,,junior_word_list,682,existing,junior_high,noun,休暇,2
valley,junior_high,谷,,junior_word_list,1830,existing,junior_high,noun,谷,2
various,junior_high,いろいろな,様々な,junior_word_list;high_word_list,1212;493,existing,high_school,adjective,さまざまな,2
vegetable,junior_high,野菜,,junior_word_list,680,existing,junior_high,noun,野菜,2
very,junior_high,非常に,,junior_word_list,594,existing,junior_high,adverb,非常に・とても,2
village,junior_high,町、村,,junior_word_list,616,existing,junior_high,noun,村,2
visitor,junior_high,観光客,,junior_word_list,1832,existing,junior_high,noun,訪問者,2
wait,junior_high,待つ,,junior_word_list,602,existing,junior_high,verb,待つ,2
wake,junior_high,目が覚める,,junior_word_list,1213,existing,junior_high,verb,目が覚める・起こす / 目が覚める・起こす（過去形） / 目が覚める・起こす（過去分詞）,4
want,junior_high,欲しい,,junior_word_list,593,existing,junior_high,verb,欲しい・望む,2
war,junior_high,戦争,戦争,junior_word_list;high_word_list,1215;1833;245,existing,junior_high,noun,戦争,2
warm,junior_high,温暖な,,junior_word_list,608;1216,existing,junior_high,adjective,暖かい,2
waste,junior_high,ごみ，廃棄物,浪費する,junior_word_list;high_word_list,1834;110,existing,junior_high,noun,ごみ・浪費,2
watch,junior_high,腕時計,,junior_word_list,1217,existing,junior_high,verb;noun,見る・見守る / 腕時計,4
water,junior_high,水,,junior_word_list,694,existing,junior_high,noun,水,2
wave,junior_high,波,,junior_word_list,1218;1888,existing,junior_high,noun,波,2
way,junior_high,方法,,junior_word_list,1219,existing,junior_high,noun,道・方法,2
weak,junior_high,弱い,,junior_word_list,1220;1835,existing,junior_high,adjective,弱い,2
wear,junior_high,着る,身につけている,junior_word_list;high_word_list,1221;1837;265,existing,junior_high,verb,着ている・身につけている / 着ている・身につけている（過去形） / 着ている・身につけている（過去分詞）,4
weather,junior_high,天気,気候,junior_word_list;high_word_list,1881;405,existing,junior_high,noun,天気,2
weekly,junior_high,週刊の,,junior_word_list,1838,existing,junior_high,adjective,毎週の・週刊の,2
weight,junior_high,重さ,重さ,junior_word_list;high_word_list,1223;293,existing,high_school,noun,重さ・体重・重要性,2
well,junior_high,健康な,,junior_word_list,637,existing,junior_high,adverb;adjective,最もよく・最も上手に / よりよく・より上手に / 健康な・元気な / よく・上手に,6
west,junior_high,西,,junior_word_list,603;1226,existing,junior_high,noun,西,2
wet,junior_high,濡れている,,junior_word_list,1840,existing,junior_high,adjective,濡れている,2
when,junior_high,するとき,,junior_word_list,1227;1862,existing,junior_high,conjunction,〜するとき,2
where,junior_high,どこ,,junior_word_list,599,existing,junior_high,adverb,どこに・どこで,2
which,junior_high,どちらの,,junior_word_list,1228,existing,junior_high,pronoun,どちら・どれ,2
while,junior_high,しばらくの間,一方で,junior_word_list;high_word_list,1842;478,existing,junior_high,conjunction,〜している間に・一方で,2
whole,junior_high,すべての,全ての,junior_word_list;high_word_list,1843;242,existing,junior_high,adjective,全体の・すべての,2
wide,junior_high,幅が広い,,junior_word_list,1229;1844,existing,junior_high,adjective,幅が広い,2
wife,junior_high,妻,,junior_word_list,1230,existing,junior_high,noun,妻 / 妻たち,3
wild,junior_high,野生の,,junior_word_list,1231,existing,junior_high,adjective,野生の・荒々しい,2
will,junior_high,～するつもり,,junior_word_list,1232,existing,junior_high,auxiliary,彼は〜するでしょう・〜するつもりだ / 私は〜するつもりだ・〜でしょう / それは〜するでしょう / 彼女は〜するでしょう・〜するつもりだ / 彼らは〜するでしょう・彼女らは〜するつもりだ / 私たちは〜するでしょう・〜するつもりだ / 〜するつもりだ・〜だろう / 〜しないだろう・〜するつもりはない / 〜だろう・〜したものだった / あなたは〜するでしょう・〜するつもりだ,11
wind,junior_high,風,,junior_word_list,1233;1845,existing,junior_high,noun,風,2
wish,junior_high,望む,,junior_word_list,1235;1848,existing,junior_high,verb,望む・願う,2
with,junior_high,～と一緒に,,junior_word_list,1236,existing,junior_high,preposition,〜と一緒に・〜を持って,2
woke,junior_high,目が覚めた,,junior_word_list,1237,existing,junior_high,verb,目が覚める・起こす（過去形）,1
won,junior_high,勝った,,junior_word_list,1849,existing,junior_high,verb,勝つ（過去形） / 勝つ（過去分詞）,2
wonder,junior_high,～かなと思う,かなと思う,junior_word_list;high_word_list,1238;1239;1897;499,existing,junior_high,verb,不思議に思う,2
wood,junior_high,木材,,junior_word_list,1240,existing,junior_high,noun,木材・森,2
word,junior_high,言葉,,junior_word_list,649,existing,junior_high,noun,言葉・単語,2
work,junior_high,仕事,,junior_word_list,590;1241,existing,junior_high,verb;noun,働く・うまくいく / 仕事・作品,4
world,junior_high,世界,,junior_word_list,1242,existing,junior_high,noun,世界,2
worry,junior_high,心配させる,心配させる,junior_word_list;high_word_list,688;271,existing,junior_high,verb,心配する・心配させる,2
worth,junior_high,の価値がある,価値ある,junior_word_list;high_word_list,1850;447,existing,high_school,adjective,〜の価値がある,2
would,junior_high,だろうに,,junior_word_list,1851,existing,junior_high,auxiliary,彼は〜するだろう・〜したいだろう / 私は〜したい・私は〜するだろう / それは〜するだろう / 彼女は〜するだろう・〜したいだろう / 彼らは〜するだろう・〜したいだろう / 私たちは〜するだろう・〜したいだろう / 〜だろう・〜したものだった / 〜しないだろう・〜しなかっただろう / あなたは〜するだろう・〜したいだろう,9
writer,junior_high,作家,,junior_word_list,1243,existing,junior_high,noun,作家・書く人,2
wrong,junior_high,間違った,間違い,junior_word_list;high_word_list,1854;419,existing,junior_high,adjective,間違った,2
wrote,junior_high,書いた,,junior_word_list,1244,existing,junior_high,verb,書く（過去形）,1
year,junior_high,年,,junior_word_list,1855,existing,junior_high,noun,年,2
yen,junior_high,円,,junior_word_list,1856,existing,junior_high,noun,円,2
yesterday,junior_high,昨日,,junior_word_list,597,existing,junior_high,adverb,昨日,2
yet,junior_high,まだ,,junior_word_list,607;1857;1858,existing,junior_high,adverb,まだ・もう,2
young,junior_high,若い,,junior_word_list,1245,existing,junior_high,adjective,若い,2
youth,junior_high,若さ,,junior_word_list,1859,existing,junior_high,noun,若さ・若者,2
zone,junior_high,地帯,,junior_word_list,1860,existing,junior_high,noun,地帯・区域,2
zoo,junior_high,動物園,,junior_word_list,1874,existing,junior_high,noun,動物園,2
ability,high_school,,能力,high_word_list,179,existing,high_school,noun,能力・才能,2
addition,high_school,,追加,high_word_list,505,existing,high_school,noun,追加・加えること,2
adjust,high_school,,調節する,high_word_list,1969;2309,existing,high_school,verb,調整する・適応する,2
advantage,high_school,,有利,high_word_list,123,existing,high_school,noun,利点・有利な点,2
allow,high_school,,許可する,high_word_list,400,existing,high_school,verb,許す・可能にする,2
appreciate,high_school,,感謝する,high_word_list,423,existing,high_school,verb,感謝する・正しく理解する,2
approach,high_school,,近づく,high_word_list,390,existing,high_school,noun,方法・接近,2
appropriate,high_school,,適当な,high_word_list,815;1318,existing,high_school,adjective,適切な・ふさわしい,2
argue,high_school,,論じる,high_word_list,62,existing,high_school,verb,主張する・議論する,2
aspect,high_school,,局面,high_word_list,393,existing,high_school,noun,側面・様相,2
atmosphere,high_school,,雰囲気,high_word_list,147,existing,high_school,noun,雰囲気・大気,2
attitude,high_school,,態度,high_word_list,231,existing,high_school,noun,態度・考え方,2
attract,high_school,,引きつける,high_word_list,1110;1613,existing,high_school,verb,引きつける・魅了する,2
author,high_school,,著者,high_word_list,517,existing,high_school,noun,著者・作者,4
avoid,high_school,,避ける,high_word_list,167,existing,high_school,verb,避ける,2
beneath,high_school,,下に,high_word_list,1834;2174,existing,high_school,preposition,〜の下に・〜にふさわしくない,2
benefit,high_school,,利益,high_word_list,119,existing,high_school,noun,利益・恩恵・利点,2
bite,high_school,,噛む,high_word_list,44,existing,high_school,noun,かむこと・一口,2
cause,high_school,,原因,high_word_list,374,existing,high_school,noun,原因・理由,2
cell,high_school,,細胞,high_word_list,1803;2143,existing,high_school,noun,細胞・小部屋,2
comfortable,high_school,,心地の良い,high_word_list,1131;1634,existing,high_school,adjective,快適な・心地よい,2
community,high_school,,共同社会,high_word_list,395,existing,high_school,noun,地域社会・共同体,2
complain,high_school,,不満を言う,high_word_list,1114;1617,existing,high_school,verb,不平を言う・訴える,2
complete,high_school,,完全な,high_word_list,425,existing,high_school,adjective,完全な・完了した,2
completely,high_school,,完全に,high_word_list,424,existing,high_school,adverb,完全に・すっかり,2
concern,high_school,,懸案する,high_word_list,378,existing,high_school,noun,関心・懸念・関係,2
conduct,high_school,,行為,high_word_list,528,existing,high_school,noun,行動・ふるまい,2
consider,high_school,,考慮する,high_word_list,480;485,existing,high_school,verb,よく考える・〜と見なす,2
consumption,high_school,,消費,high_word_list,533,existing,high_school,noun,消費・消耗,2
contain,high_school,,含有する,high_word_list,414,existing,high_school,verb,含む・収容する,2
contrast,high_school,,対照,high_word_list,535,existing,high_school,noun,対照・違い,2
correct,high_school,,正解,high_word_list,252,existing,high_school,adjective,正しい・適切な,2
deal,high_school,,取引する,high_word_list,307,existing,high_school,noun,取引・扱い・量,2
degree,high_school,,程度,high_word_list,201,existing,high_school,noun,程度・度・学位,2
department,high_school,,部門,high_word_list,152,existing,high_school,noun,部門・学科・売り場,2
describe,high_school,,述べる,high_word_list,479,existing,high_school,verb,描写する・説明する,2
despite,high_school,,もかかわらず,high_word_list,1194;1697,existing,high_school,preposition,〜にもかかわらず,2
diet,high_school,,食事,high_word_list,551,existing,high_school,noun,食事・食生活・ダイエット,2
direction,high_school,,方向,high_word_list,140,existing,high_school,noun,方向・指示,2
distance,high_school,,距離,high_word_list,399,existing,high_school,noun,距離,2
dozen,high_school,,12の,high_word_list,503,existing,junior_high,numeral,12個・1ダース,2
due,high_school,,期限の,high_word_list,351,existing,high_school,adjective,期限の来た・当然支払われる・〜する予定で,2
economic,high_school,,経済の,high_word_list,90,existing,high_school,adjective,経済の・経済的な,2
education,high_school,,教育,high_word_list,394,existing,high_school,noun,教育,2
effect,high_school,,効果,high_word_list,357,existing,high_school,noun,効果・影響・結果,2
equipment,high_school,,装置,high_word_list,239,existing,high_school,noun,設備・装備・用具,2
exactly,high_school,,正確に,high_word_list,253,existing,high_school,adverb,正確に・まさに,2
examine,high_school,,検査する,high_word_list,979;1482,existing,high_school,verb,調べる・診察する,2
except,high_school,,除いて,high_word_list,290,existing,high_school,conjunction,〜を除いて・ただし,2
exist,high_school,,存在する,high_word_list,233,existing,high_school,verb,存在する,2
experiment,high_school,,実験,high_word_list,314,existing,high_school,noun,実験,2
expert,high_school,,専門家,high_word_list,775;1278,existing,high_school,noun,専門家,2
explanation,high_school,,説明,high_word_list,560,existing,high_school,noun,説明,2
express,high_school,,表現する,high_word_list,161,existing,high_school,adjective,急行の・明確な,2
factor,high_school,,要因,high_word_list,121,existing,high_school,noun,要因・要素,2
fear,high_school,,恐れる,high_word_list,93,existing,high_school,noun,恐れ・不安,2
fix,high_school,,固定する,high_word_list,982;1485,existing,high_school,noun,解決策・修理・苦境,2
forever,high_school,,永遠に,high_word_list,870;1373,existing,junior_high,adverb,永遠に,2
gain,high_school,,得る,high_word_list,12,existing,high_school,noun,利益・増加・獲得,2
global,high_school,,地球の,high_word_list,834;1337,existing,high_school,adjective,世界的な・地球規模の,2
goal,high_school,,目標,high_word_list,568,existing,junior_high,noun,目標・得点・ゴール,2
hang,high_school,,つるす,high_word_list,802;1305,existing,high_school,verb,掛かる・掛ける・つるす,2
hardly,high_school,,ほとんどない,high_word_list,471,existing,high_school,adverb,ほとんど〜ない,2
hate,high_school,,ひどく嫌う,high_word_list,1121;1624,existing,high_school,verb,ひどく嫌う,2
immediately,high_school,,即座に,high_word_list,237,existing,high_school,adverb,すぐに・直ちに,2
indicate,high_school,,指し示す,high_word_list,329,existing,high_school,verb,示す・指し示す,2
individual,high_school,,個人の,high_word_list,367,existing,high_school,adjective,個々の・個人の,2
instrument,high_school,,道具,high_word_list,1755;2095,existing,junior_high,noun,楽器・器具,2
involve,high_school,,巻き込む,high_word_list,416,existing,high_school,verb,含む・関わらせる,2
issue,high_school,,問題,high_word_list,129,existing,high_school,noun,問題・論点・発行物,2
item,high_school,,項目,high_word_list,582,existing,high_school,noun,項目・品物,2
lack,high_school,,不足,high_word_list,155,existing,high_school,noun,不足・欠如,2
laughter,high_school,,笑い,high_word_list,586,existing,high_school,noun,笑い・笑い声,2
leisure,high_school,,余暇,high_word_list,587,existing,high_school,noun,余暇・自由時間,2
likely,high_school,,起こりそうな,high_word_list,403,existing,high_school,adjective,ありそうな・可能性が高い,2
major,high_school,,主な,high_word_list,30,existing,high_school,adjective,主要な・大きな,2
material,high_school,,材料,high_word_list,340,existing,high_school,noun,材料・資料,2
meal,high_school,,食事,high_word_list,274,existing,high_school,noun,食事,2
mention,high_school,,言及する,high_word_list,481,existing,high_school,noun,言及,2
method,high_school,,方法,high_word_list,139,existing,high_school,noun,方法,2
muscle,high_school,,筋肉,high_word_list,39,existing,high_school,noun,筋肉,2
nation,high_school,,国家,high_word_list,347,existing,high_school,noun,国家・国民,2
nervous,high_school,,あがっている,high_word_list,1185;1688,existing,high_school,adjective,緊張した・神経質な,2
nor,high_school,,もない,high_word_list,103,existing,high_school,conjunction,〜もまた…ない,2
notice,high_school,,気づく,high_word_list,803;1306,existing,high_school,noun,通知・掲示・注意,2
object,high_school,,物体,high_word_list,150,existing,high_school,noun,物体・対象・目的,2
occur,high_school,,発生する,high_word_list,175,existing,high_school,verb,起こる・発生する,2
opportunity,high_school,,機会,high_word_list,408,existing,high_school,noun,機会・好機,2
opposite,high_school,,反対の,high_word_list,846;1349,existing,high_school,adjective,反対の・向かい側の,2
participate,high_school,,参加する,high_word_list,997;1500,existing,high_school,verb,参加する,2
particular,high_school,,特定の,high_word_list,183,existing,high_school,adjective,特定の・特別な,2
party,high_school,,政党,high_word_list,256,existing,junior_high,noun,パーティー・政党,2
passage,high_school,,一節,high_word_list,603,existing,high_school,noun,一節・通路・経過,2
passenger,high_school,,乗客,high_word_list,604,existing,high_school,noun,乗客,2
patient,high_school,,我慢強い,high_word_list,1037;1540,existing,high_school,noun,患者,2
